r,g,b,R,G,B
-0.0373182886096,0.0762112347147,-0.00182525192483,43.4470124934,7.2747471172,1.88592502604
0.237116493999,0.49447210428,0.217305182858,15.1303694491,3.79806853791,2.54709375433
0.350986059216,0.521037321671,0.78775445822,32.3946548631,33.9964675834,64.1600912029
0.355261421535,0.636906886889,1.35858054518,29.9301200569,7.41457522798,4.70362564193
0.540725189651,0.98747210428,1.69859503793,4.13881170684,7.61939431367,48.5734714256
1.05046432009,0.918196741961,2.16213126981,17.1278373294,6.63876044473,98.4065431025
1.13523243603,0.755080799932,1.97287040025,7.55340190069,5.76610730142,25.5664690883
0.438971566463,0.344385147758,1.08176895097,7.06123902226,15.9364684865,104.061807537
0.131522291101,-0.208049634851,0.441334168365,46.6281401159,50.4728311766,144.068922625
0.00702953747736,-0.644310504416,-0.0213035127944,18.6939621756,20.5274773045,26.9951259196
0.13731939255,-0.839701808764,0.0039428640172,17.9180841105,0.399938888408,15.1387722941
-0.0499124915082,-0.789426446445,-0.208738295403,19.7297959251,18.7527523376,46.5673849992
0.149957073709,-0.829672823256,-0.0839411939538,24.2247859614,20.4622861664,2.8142195828
0.0406527258832,-0.840890214561,0.0279718495244,66.9882275119,30.7274049384,145.229514609
0.284217943274,-0.606832243546,0.21623271909,20.5385036315,47.150995428,26.4263511479
0.475870117188,-0.374136591372,0.511305182858,101.790752345,17.0197260947,93.6158660615
0.603812146173,-0.313382968184,0.923247211843,10.7103679998,2.34966830762,21.8318067462
0.574087508492,-0.201426446445,1.10558054518,4.24641051591,1.26541529951,6.85023502977
0.756609247622,-0.167542388474,0.784044313293,0.425525135811,0.714833808149,2.94823794192
0.78963823313,-0.0608902145607,0.671276197351,22.1866221614,15.0386871238,19.4497626752
0.556145479506,-0.157223547894,0.750537066916,61.8305308601,36.5033827679,189.722740318
0.429044030231,-0.063339489923,0.799145762568,0.0179433545501,11.2771205161,12.1427932588
0.75663823313,0.0233271767437,0.979899385756,0.882319600168,15.1988345244,19.1986010121
1.01875417516,0.103761959352,1.18972547271,26.0585128059,23.5274678886,98.9410162758
0.882029537477,0.261588046309,1.63960953068,37.4872612323,42.0008857392,145.203719501
1.06521794327,0.353935872396,1.9444790959,7.07652659394,15.5594655808,1.20371382851
0.851696204144,0.493109785439,2.05692837126,151.276249635,28.767399537,136.069273181
1.01101504472,0.598283698483,2.35520373358,3.21679629661,6.02212118233,31.0632741613
1.39820345052,0.800196741961,2.6772906901,24.5384999927,22.2810043496,103.984677319
1.50768171139,1.06051558254,2.91633416837,10.6962272363,85.4993735751,119.800001422
1.14378316067,1.35360253906,2.92379793648,27.1254449983,7.11395842318,18.6051307193
1.76462374038,1.607370655,3.47037764663,55.3790293299,22.4593998688,64.2377915809
1.97979765342,1.62051558254,3.96618924083,42.1153889661,38.6861510407,138.919486724
2.18691359545,1.6189358724,4.12802982054,71.1697975563,1.85583804567,56.7098743004
1.94662374038,1.3677474666,3.44559503793,104.05199762,44.3566218526,248.352287625
1.13921794327,0.650776452106,2.2816675017,19.8447058952,57.7875649614,33.390810764
0.829609247622,0.0868489158741,1.50817474808,6.97017181505,8.22276117104,70.0583002565
0.470261421535,-0.241194562387,0.937290690104,54.0986012934,97.438057432,405.791003622
0.422145479506,-0.467513402966,0.408768950974,54.4581964783,42.0084771444,110.58787739
0.478899102695,-0.65336847543,0.343087791553,45.2671764672,23.1070038951,94.0518967473
0.14084113168,-0.6748467363,0.301899385756,56.6014535391,45.9031722881,244.178368857
0.160971566463,-0.53668731601,0.272464603148,8.18740667745,9.86550722345,38.6910267408
0.394667218637,-0.473832243546,0.616479095901,26.4215059055,22.8407653233,131.18230014
0.476536783854,-0.345585866735,0.952609530684,132.222517799,38.0825504819,261.044900822
0.381348378057,-0.119730794271,1.0250732988,28.4644747881,29.5186439737,57.1960917061
0.784507798347,-0.052223547894,1.14765300894,28.3594727993,2.08821050825,85.5111306137
0.660725189651,-0.101919200068,1.462884893,15.8801094876,44.5035416154,49.5059807127
0.583015044724,0.0310373216712,1.55752257416,1.53174102701,0.0984291102764,22.5614731069
0.83715997226,0.048196741961,1.7404790959,30.1428648958,45.4797251729,86.2731197822
0.738522291101,0.113848915874,1.82323271909,8.35362230637,10.7351267842,7.57242707404
0.859754175159,0.25079094486,2.0990732988,45.2753507794,24.2297350241,127.167364484
1.04282663893,0.365225727468,2.32255155967,66.4637417605,14.8648269507,92.9304842405
1.33834837806,0.577269205729,2.60236315387,30.7481302005,0.473630083657,21.3921491727
1.44369620414,0.718269205729,2.81802982054,21.7399064993,11.825349387,2.11231336696
1.58837736356,0.935182249207,3.04016025532,51.5069347463,22.0795298456,66.9905651505
1.57249330559,1.07610978544,3.35453706692,4.51417267572,4.82084343393,40.1947443462
1.78420345052,1.26654456805,3.55969648721,83.1459338671,34.1905579417,90.5640597696
1.88347881284,1.3951532637,3.7240732988,2.70267471421,69.0503749097,118.09748957
1.96856576936,1.49722572747,4.11258054518,46.7830179032,23.8527121698,90.7419654074
2.28036287081,1.80653007529,4.47342112489,94.9708985348,26.8912810078,87.6949559243
1.60740634907,2.14632717674,4.42272547271,0.217412621892,12.8082058671,69.5132423855
2.20000055197,2.03445761153,4.6796675017,7.13284521367,62.4709697193,69.6186856589
1.98966721864,1.55299384341,4.01205880605,41.4041996822,12.1169631027,47.4622413473
-1.67912988281,-2.31626702615,-2.66931800555,10.646976686,0.127379188661,39.2328966502
-2.64504292629,-2.85580325804,-3.83128902004,28.6158635392,8.07473660187,11.1625052478
-2.01097046252,-2.73628151891,-3.20365133888,58.6369166233,50.1009897997,146.70504068
-2.10223133209,-2.99154238847,-3.3647093099,6.78453857161,25.6278717552,72.5995968637
-2.4826951002,-3.08018006963,-3.64824554178,28.7557174325,11.6752563356,9.91291147908
-2.20712988281,-3.12652789572,-3.82468032439,38.2264220041,5.5875488408,23.4517852994
-2.23889799875,-3.11957137398,-3.88097017946,23.8110000991,20.5995457582,78.7210876621
-2.30672408571,-2.90281775079,-3.75407162874,53.2136074759,25.129976713,68.7903242478
-2.04082553499,-2.73691920007,-3.51454988961,43.612526579,60.5904540651,172.440215954
-2.17962263644,-2.69704963485,-3.2303324983,77.768240753,94.165340842,344.726547998
-2.16740524513,-2.73416557688,-3.06298467221,36.8023029868,75.7621877273,120.666464366
-2.22786901325,-2.68773079427,-3.04420206352,28.0261797747,72.4776243523,330.094386921
-2.17744872339,-2.72664383775,-2.97697017946,254.964826553,106.063028485,528.441495458
-2.21412988281,-2.61793369282,-3.01023104903,53.6698549786,174.065265029,446.635432505
-1.98044872339,-2.58836847543,-2.72912959975,75.7737805609,67.4072448354,175.922908733
-1.92336176687,-2.49771630152,-2.64781075917,49.2513276587,9.19404687505,86.8891968597
-1.59897046252,-2.3570351421,-2.28220206352,115.611356429,117.764002471,333.200908768
-1.80485452049,-2.1726583305,-2.14257887511,44.8029503663,65.2421555076,188.314523236
-1.7390719118,-1.96710760587,-1.93024554178,1.75590795971,40.0994434628,54.5938914965
-1.40814437557,-1.75838296818,-1.63491220845,37.9100562921,77.5496198017,205.030449839
-1.44144872339,-1.5848467363,-1.34410061424,55.3927579907,51.531628067,153.00183885
-1.3576661147,-1.44431050442,-1.05921655627,59.575020271,39.4882160449,184.856313762
-1.26385452049,-1.1880641276,-0.700999164968,29.4392745419,35.5289619337,145.765726102
-0.853419737885,-0.990382968184,-0.331665831635,15.8541857534,23.6527303931,13.9905176407
-0.818057419044,-0.798440939198,-0.0253469910552,1.16084569901,13.8035864437,28.7886881064
-0.707042926291,-0.515948185575,0.353087791553,19.8798286899,3.04373139537,24.9126092587
-0.597811042233,-0.471933692822,0.584000835032,15.9157000219,5.64641805489,70.8445118042
-1.4286661147,-1.00215108413,-0.719955686707,58.5690538838,32.4727912948,42.7379546978
-1.73412988281,-1.79300615659,-1.99881075917,10.0281536156,17.8418499232,3.79353683091
-1.86673857846,-2.51604963485,-2.67327452729,9.34861164753,8.6705559675,21.651476239
-2.37598495528,-2.91915108413,-3.44037597656,75.464217492,59.4853154778,234.503385957
-2.38431828861,-3.25618006963,-3.60859336787,12.0259376997,0.890083724467,10.5869285121
-2.5306661147,-3.2856583305,-4.06601365772,16.4861669476,0.465852720892,21.8662883987
-2.4412893031,-3.32236847543,-4.11060786062,6.85981787909,27.5727899661,71.9938724204
-2.34405741904,-3.26194818558,-4.12183974468,23.8563062946,3.129687988,91.040164348
-2.54085452049,-3.19294818558,-4.20269481714,16.940449543,3.23564612637,4.46597443649
-2.35749220165,-3.13289021456,-3.94136148381,4.75968564271,6.92272498566,18.2877913591
-2.4176661147,-2.98970180876,-3.74315858526,10.0725813208,8.85760229065,35.2112453416
-2.23052118716,-3.00748441746,-3.66308612149,35.3554945864,68.2040284136,138.211400247
-2.48176756397,-3.02441195369,-3.51230351279,23.1847479967,50.1418691248,33.9804727677
-2.19753567991,-3.03386122905,-3.39439046932,15.113263647,31.4619993089,1.02065168663
-2.0846951002,-3.00015108413,-3.36189771569,11.3266545717,13.8228577449,28.6600523584
-2.43237625962,-2.95420905514,-3.52163684613,119.714195706,49.6487089154,188.131955485
-2.25744872339,-2.89812209862,-3.32560786062,12.883519437,5.69780371091,37.7801857181
-2.0640719118,-2.83970180876,-3.06226003453,18.1936451107,7.81062565697,1.455844476
-2.27214437557,-2.66760035949,-3.08383974468,132.434639982,48.9224315028,162.324698166
-1.91881104223,-2.51270180876,-2.73717307801,14.8326555351,69.0311856044,123.547476095
-1.95152118716,-2.43741195369,-2.50988322294,1.4700956522,9.0399557234,4.72756540832
-2.09952118716,-2.2646583305,-2.32918757077,74.1103739958,10.5642887177,59.089341754
